"","Brand","Model.Number","Price","Photo","Engine.Type","Body.Type","Fuel.Type","Gearbox.Type","Power.hp","Displacement.l","Torque.lbft","Cylinders","Drivetrain","MPG.City","MPG.Highway","Seats","Doors","Height.in","Length.in","Width.in","Wheelbase.in","Clearance.in","Air.Conditioner","Heater","AntiLock.Braking.System","Central.Locking","Power.Steering","Power.Windows","Leather.Seats","Anti.Lock.Braking","Brake.Assist","Central.Locking.1","Power.Door.Locks","Child.Safety.Locks","Night.Rear.View.Mirror","Rear.Seat.Belts","Door.Ajar.Warning","Adjustable.Seats","Crash.Sensor","Engine.Check.Warning","Rear.Camera","Anti.Theft.Device","Touch.Screen","Audio.System.Remote.Control","Speakers.Front...back","Bluetooth.Connectivity","USB...Auxiliary.Input","Adjustable.Steering.Column","Height.Adjustable.Driving.Seat","Digital.Clock","Smoke.Headlamps","Electric.Folding.Rear.View.Mirror","Automatic.Climate.Control","Low.Fuel.Warning.Light","Parking.Sensors","Bottle.Holder","Voice.Control","Seat.Belt.Warning","Vehicle.Stability.Control.System","Engine.Immobilizer","Rear.Reading.Lamp","Radio","Outside.Temperature.Display","Fog.Lights.Front...Back","Centrally.Mounted.Fuel.Tank","CD.Player","DVD.Player","Electric.Adjustable.Seats","Keyless.Entry","Tyre.Pressure.Monitor","Smart.Access.Card.Entry","Xenon.Headlamps","Halogen.Headlamps","Removable.Convertible.Top","Cassette.Player"
"837","Jaguar","F-Type First Edition Convertible 2021",75400,"https://www.ccarprice.com/products/Jaguar-F-Type-First-Edition-2021_1.jpg","2.0-liter Turbo Inline-4 Gas","Convertible","Petrol","Automatic",296,2,295,NA,"rear",23,30,2,2,51.5,176,74.2,103.2,4,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","",""
"838","Jaguar","F-Type P300 Convertible 2021",64700,"https://www.ccarprice.com/products/F-Type-P300-Convertible-2021.jpg","2.0-liter Turbo Inline-4 Gas","Convertible","Petrol","Automatic",296,2,295,NA,"all",23,30,2,2,51.5,176,74.2,103.2,3.9,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","",""
"839","Jaguar","F-Type R-Dynamic 2021",81800,"https://www.ccarprice.com/products/Jaguar_F-Type_R-Dynamic_2021.jpg","3.0-liter Supercharged V6 Gas","Coupe","Petrol","Automatic",380,3,339,NA,"rear",18,26,2,2,51.6,176,74.2,103.2,4.1,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","",""
"840","Jaguar","F-Type First Edition 2021",73100,"https://www.ccarprice.com/products/Jaguar-F-Type-First-Edition-2021.jpg","2.0-liter Turbo Inline-4 Gas","Coupe","Petrol","Automatic",296,2,295,NA,"rear",23,30,2,2,51.6,176,74.2,103.2,4,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","",""
"841","Cadillac","CT5 Blackwing 2022",83990,"https://www.ccarprice.com/products/Cadillac_CT5_Blackwing_2022.jpg","6.2L Supercharged V8 Gas","Sedan","Petrol","Manual",668,6.2,659,NA,"rear",13,21,5,4,56.5,194.9,74.1,116,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","","","","","Yes","","","","","Yes","",""
"842","Cadillac","XT6 2023",49000,"https://www.ccarprice.com/products/Cadillac_XT6_2023.jpg","3.6L V6 Gas","SUV","Petrol","Automatic",310,3.6,271,6,"all",18,25,7,4,69.9,198.5,77.3,112.7,6.65,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","Yes","","","","","","Yes","","","","","",""
"843","Cadillac","XT5 Luxury 2023",44190,"https://www.ccarprice.com/products/Cadillac_XT5_Luxury_2023.jpg","2.0-liter Turbo Inline-4 Gas","SUV","Petrol","Automatic",237,2,258,6,"front",22,29,5,4,66.1,189.6,74.9,112.5,7.8,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","","","","",""
"844","Cadillac","Escalade ESV Premium Luxury 2023",91090,"https://www.ccarprice.com/products/Cadillac_Escalade_ESV_Premium_Luxury_2023.jpg","6.2-liter V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"rear",14,19,7,4,76.4,227,81.1,134.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","Yes","","","Yes","","Yes","","","","","Yes","","","","","Yes","",""
"845","Cadillac","Escalade Premium Luxury Platinum 2023",105595,"https://www.ccarprice.com/products/Cadillac_Escalade_Premium_Luxury_Platinum_2023.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"rear",14,19,7,5,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","Yes","",""
"846","Cadillac","CT5-V Blackwing 2023",90995,"https://www.ccarprice.com/products/Cadillac_CT5_V_Blackwing_2023_3.jpg","6.2L Supercharged V8 Gas","Sedan","Petrol","Manual",668,6.2,659,8,"rear",13,21,5,4,56.6,194.9,74.1,116,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","Yes","","","","","Yes","","","","","","",""
"847","Cadillac","CT5-V 2023",50995,"https://www.ccarprice.com/products/Cadillac_CT5_V_2023_1.jpg","3.0-liter Turbo V6 Gas","Sedan","Petrol","Automatic",360,3,405,NA,"rear",18,26,5,4,57.2,193.8,74.1,116,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","Yes","","","","","Yes","","Yes","","","","",""
"848","Cadillac","CT4-V Blackwing 2023",60495,"https://www.ccarprice.com/products/Cadillac_CT4_V_Blackwing_2023.jpg","3.6L Twin-Turbo V6 Gas","Sedan","Petrol","Manual",472,3.6,445,6,"rear",15,23,5,4,56,187.6,71.4,109.3,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","Yes","","","","","","","","","","","",""
"849","Cadillac","CT4-V 2023",46590,"https://www.ccarprice.com/products/Cadillac_CT4_2023.jpg","2.7L Turbo Inline-4 Gas","Sedan","Petrol","Automatic",325,2.7,380,4,"rear",20,29,5,4,56,187.2,71.4,109.3,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","Yes","","","","","","","","","","","",""
"850","Cadillac","Lyriq Premium Luxury 2023",59990,"https://www.ccarprice.com/products/Cadillac_Lyriq_2023.jpg","Electric","SUV","Electric","Automatic",NA,NA,NA,NA,"all",0,0,5,4,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","","","","Yes","","Yes","","","","",""
"851","Cadillac","Lyriq Luxury AWD 2023",63790,"https://www.ccarprice.com/products/Cadillac_Lyriq_Luxury_AWD_2023.jpg","Electric","SUV","Electric","Automatic",NA,NA,NA,NA,"all",0,0,5,4,63.9,196.7,77.8,121.8,7,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","","","","Yes","","Yes","","","","",""
"852","Cadillac","Escalade-V ESV 2023",152195,"https://www.ccarprice.com/products/Cadillac_Escalade-V_ESV_2023.jpg","6.2L Supercharged V8 Gas","SUV","Petrol","Automatic",682,6.2,653,8,"all",11,16,7,5,76.4,211.9,81.1,134.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","","","","","Yes","",""
"853","Cadillac","Escalade Premium Luxury 4WD 2022",87890,"https://www.ccarprice.com/products/Cadillac_Escalade_Premium_Luxury_4WD_2022_.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"all",14,19,7,5,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","Yes","",""
"854","Cadillac","Escalade ESV Sport Platinum 2023",108595,"https://www.ccarprice.com/products/Cadillac_Escalade_ESV_Sport_Platinum_2023.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"all",14,19,7,4,76.4,227,81.1,134.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","Yes","","","Yes","","Yes","","","","","Yes","","","","","Yes","",""
"855","Cadillac","Escalade ESV Sport Platinum 4WD 2022",107590,"https://www.ccarprice.com/products/Cadillac_Escalade_ESV_Sport_Platinum_4WD_2022.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"all",14,19,7,4,76.4,227,81.1,134.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","","Yes","","","Yes","",""
"856","Cadillac","Escalade ESV Premium Luxury Platinum 2023",108595,"https://www.ccarprice.com/products/Cadillac_Escalade_ESV_Premium_Luxury_Platinum_2023.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"rear",14,19,7,4,76.4,227,81.1,134.1,8,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","","Yes","","","Yes","",""
"857","Cadillac","Escalade ESV Premium Luxury Platinum 4WD 2022",107590,"https://www.ccarprice.com/products/Cadillac_Escalade_ESV_Premium_Luxury_Platinum_4WD_2022.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"all",14,19,7,4,76.4,227,81.1,134.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","","Yes","","","Yes","",""
"858","Cadillac","Escalade ESV Premium Luxury Platinum 2022",104590,"https://www.ccarprice.com/products/Cadillac_Escalade_ESV_Premium_Luxury_Platinum_2022.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"rear",14,19,7,4,76.4,227,81.1,134.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","","Yes","","","Yes","",""
"859","Cadillac","Escalade IQ 2022",76295,"https://www.ccarprice.com/products/Cadillac_Escalade_IQ_2022.jpg","Electric","SUV","Electric","Automatic",NA,NA,NA,NA,"all",0,0,7,4,76.7,211.9,81.1,120.9,8,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","Yes","",""
"860","Cadillac","Escalade-V 2022",110000,"https://www.ccarprice.com/products/Cadillac_Escalade_V_2022.jpg","6.2L Supercharged V8","SUV","Petrol","Automatic",668,6.2,659,8,"all",13,16,7,4,76.4,227,81,134.1,8,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","","Yes","","","Yes","",""
"861","Cadillac","Escalade-V 2023",141190,"https://www.ccarprice.com/products/Cadillac_Escalade-V_2023.jpg","6.2L Supercharged V8 Gas","SUV","Petrol","Automatic",682,6.2,653,8,"all",NA,NA,7,5,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","","","","","","Yes","Yes","Yes","","Yes","",""
"862","Cadillac","Escalade ESV Sport 2023",94095,"https://www.ccarprice.com/products/Cadillac_Escalade_ESV_Sport_2023.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"rear",14,19,7,4,76.4,227,81.1,134.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","","Yes","","","Yes","",""
"863","Cadillac","Escalade ESV Sport 4WD 2022",93590,"https://www.ccarprice.com/products/Cadillac_Escalade_ESV_Sport_4WD_2022_1.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"all",14,19,7,4,76.4,227,81.1,134.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","","Yes","","","Yes","",""
"864","Cadillac","Escalade ESV Premium Luxury 4WD 2022",90890,"https://www.ccarprice.com/products/Cadillac_Escalade_ESV_Premium_Luxury_4WD_2022.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"all",14,19,7,4,76.4,227,81.1,134.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","","Yes","","","Yes","",""
"865","Cadillac","Escalade ESV Luxury 2023",82295,"https://www.ccarprice.com/products/Cadillac-Escalade-ESV-Luxury-2023.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"rear",14,19,7,4,76.4,227,81.1,134.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","Yes","",""
"866","Cadillac","Escalade ESV Luxury 4WD 2022",82290,"https://www.ccarprice.com/products/Cadillac-Escalade-ESV-Luxury-4WD_2022.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"all",14,19,7,4,76.4,227,81.1,134.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","Yes","",""
"867","Cadillac","XT5 Premium Luxury 2023",4999,"https://www.ccarprice.com/products/Cadillac_XT5_Premium_Luxury_2023.jpg","2.0-liter Turbo Inline-4 Gas  3.6-liter V6 (+$1,000)","SUV","Petrol","Automatic",237,2,258,4,"front",22,29,7,4,69.9,198.5,77.3,112.7,6.65,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","Yes","","","","","",""
"868","Cadillac","Escalade Sport Platinum 2023",105595,"https://www.ccarprice.com/products/Cadillac_Escalade_Sport_Platinum_2023.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"rear",14,19,7,4,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","Yes","",""
"869","Cadillac","Escalade Sport Platinum 4WD 2022",104590,"https://www.ccarprice.com/products/Cadillac_Escalade_Sport_Platinum_4WD_2022.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"all",14,19,7,4,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","Yes","",""
"870","Cadillac","Escalade Sport Platinum 2022",101590,"https://www.ccarprice.com/products/Cadillac_Escalade_Sport_Platinum_2022.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"rear",14,19,7,4,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","Yes","",""
"871","Cadillac","Escalade Premium Luxury Platinum 4WD 2022",104590,"https://www.ccarprice.com/products/Cadillac_Escalade_Premium_Luxury_Platinum_4WD_2022.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"all",14,19,7,5,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","Yes","",""
"872","Cadillac","Escalade Premium Luxury Platinum 2022",101590,"https://www.ccarprice.com/products/Cadillac_Escalade_Premium_Luxury_Platinum_2022.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"rear",14,19,7,5,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","Yes","",""
"873","Cadillac","Escalade Sport 2023",91095,"https://www.ccarprice.com/products/Cadillac_Escalade_Sport_2023_1.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,10,"rear",14,19,7,5,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","Yes","","","Yes","","Yes","","","","","Yes","","","","","","",""
"874","Cadillac","Escalade Sport 4WD 2022",90590,"https://www.ccarprice.com/products/Cadillac_Escalade_Sport_4WD_2022.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,10,"all",14,19,7,5,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","Yes","",""
"875","Cadillac","Escalade Sport 2022",87590,"https://www.ccarprice.com/products/Cadillac_Escalade_Sport_2022_1.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,10,"rear",14,19,7,5,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","Yes","",""
"876","Cadillac","Escalade Premium Luxury 2023",88095,"https://www.ccarprice.com/products/Cadillac_Escalade_Premium_Luxury_2023.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"rear",14,19,7,5,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","Yes","","","Yes","","Yes","","","","","Yes","","","","","Yes","",""
"877","Cadillac","Escalade Premium Luxury 2022",84890,"https://www.ccarprice.com/products/Cadillac_Escalade_Premium_Luxury_2022.jpg","6.2L V8 Gas","SUV","Petrol","Automatic",420,6.2,460,8,"rear",14,19,7,5,76.7,211.9,81.1,120.9,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","Yes","",""
"878","Cadillac","XT6 Sport 2023",60095,"https://www.ccarprice.com/products/Cadillac_XT6_Sport_2023.jpg","3.6L V6 Gas","SUV","Petrol","Automatic",310,3.6,271,6,"all",18,25,7,4,69.9,198.5,77.3,112.7,6.65,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","","","",""
"879","Cadillac","XT6 Luxury 2023",48595,"https://www.ccarprice.com/products/Cadillac_XT6_Luxury_2023.jpg","2.0-liter Inline-4 Gas","SUV","Petrol","Automatic",235,2,258,4,"front",21,26,7,4,69.9,198.5,77.3,112.7,6.65,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","","","",""
"880","Cadillac","CT5 Premium Luxury 2023",42695,"https://www.ccarprice.com/products/Cadillac_CT5_Premium_Luxury_2023_1.jpg","2.0L Turbo Inline-4 Gas 3.0L Twin-Turbo V6","Sedan","Petrol","Automatic",237,2,258,4,"rear",23,32,5,4,57.2,193.8,74.1,116,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","","","","","Yes","","Yes","","","","",""
